months_as_customer,age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported,policy_age_days,claim_deviation,claim_ratio,Actual,Fraud_Probability,Predicted,Risk_Level
440,61,250/500,500,1050.76,0,MALE,PhD,transport-moving,wife,41500,-70200,Single Vehicle Collision,Side Collision,Major Damage,Fire,21,1,unknown,2,3,NO,53640,5960,5960,41720,Y,8182,3791.050000000003,6.998825700385841,1,0.7763683662624603,1,High Risk
20,23,500/1000,1000,1711.72,0,FEMALE,JD,tech-support,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,21,3,NO,2,2,NO,63250,5750,11500,46000,Y,5736,8071.050000000003,3.99965220415616,1,0.7434724062435872,1,High Risk
461,57,100/300,500,865.33,7000000,FEMALE,High School,farming-fishing,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,7,3,NO,0,1,unknown,59040,9840,9840,39360,N,6235,1431.050000000003,3.9995935372421503,0,0.3129588981449365,1,Low Risk
208,36,250/500,500,1153.49,0,MALE,Associate,craft-repair,other-relative,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,YES,1,0,YES,50500,10100,5050,35350,N,5362,-2578.949999999997,6.99861413581469,0,0.1353384638961346,0,Low Risk
279,43,500/1000,2000,1281.25,0,MALE,Associate,machine-op-inspct,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,13,1,YES,0,1,NO,57690,6410,12820,38460,Y,7208,531.0500000000029,2.9997660088916622,1,0.7495395494004282,1,High Risk
244,40,100/300,500,1342.8,0,FEMALE,MD,sales,husband,0,0,Vehicle Theft,unknown,Trivial Damage,Police,2,1,YES,1,3,YES,5940,660,660,4620,N,3153,-33308.95,6.989409984871407,0,0.07677909105632721,0,Low Risk
134,30,250/500,2000,1443.32,0,FEMALE,PhD,exec-managerial,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,19,3,unknown,0,2,YES,47790,5310,5310,37170,Y,2658,-758.9499999999971,6.9986819807945775,1,0.7597864473705193,1,High Risk
122,29,250/500,1000,1629.94,0,FEMALE,Masters,priv-house-serv,other-relative,0,-47100,Parked Car,unknown,Trivial Damage,unknown,17,1,unknown,0,1,NO,3850,350,350,3150,N,8474,-34778.95,8.974358974358974,0,0.0890043539718316,0,Low Risk
156,31,100/300,2000,1134.08,0,MALE,PhD,other-service,husband,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,3,1,unknown,2,0,unknown,59000,5900,5900,47200,Y,6713,9271.050000000003,7.998644297576682,1,0.5286221728940874,1,Medium Risk
232,43,250/500,500,1483.91,8000000,MALE,College,machine-op-inspct,husband,0,-33600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,17,3,NO,0,1,unknown,70600,7060,14120,49420,Y,4995,11491.050000000003,3.499752142199561,1,0.5368065531981384,1,Medium Risk
244,40,500/1000,2000,1304.67,7000000,MALE,Masters,armed-forces,other-relative,0,-45000,Multi-vehicle Collision,Side Collision,Minor Damage,Police,5,3,unknown,1,1,unknown,61490,5590,11180,44720,N,5631,6791.050000000003,3.999642250245953,0,0.17410385998801903,0,Low Risk
84,30,500/1000,2000,1035.79,0,FEMALE,MD,protective-serv,wife,44400,-51500,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,1,NO,1,0,YES,57640,5240,10480,41920,N,4246,3991.050000000003,3.999618357027001,0,0.255794415820783,1,Low Risk
394,57,250/500,500,1401.2,0,FEMALE,High School,craft-repair,own-child,51500,0,Vehicle Theft,unknown,Trivial Damage,Police,9,1,NO,1,0,NO,6890,1060,1060,4770,N,5780,-33158.95,4.495758718190387,0,0.082635853593784,0,Low Risk
246,45,250/500,1000,1665.45,0,MALE,JD,machine-op-inspct,wife,34400,-33100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,9,3,unknown,2,2,unknown,53280,11840,5920,35520,Y,5839,-2408.949999999997,5.998986657659179,1,0.7685828332828843,1,High Risk
35,29,500/1000,2000,653.66,0,FEMALE,JD,handlers-cleaners,unmarried,52100,-46900,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,22,3,NO,0,0,unknown,78300,15660,7830,54810,N,1279,16881.050000000003,6.999106116715617,0,0.24591206061765872,1,Low Risk
156,37,100/300,500,1080.13,0,MALE,Associate,protective-serv,other-relative,0,-61000,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,0,3,NO,41490,4610,4610,32270,N,1651,-5658.949999999997,6.998481891129907,0,0.26831634891696704,1,Low Risk
195,36,100/300,2000,1346.18,0,FEMALE,Associate,machine-op-inspct,wife,57800,-53300,Multi-vehicle Collision,Front Collision,Total Loss,Fire,14,3,YES,2,3,YES,68970,12540,6270,50160,N,4859,12231.050000000003,7.998724286397704,0,0.28463291247285755,1,Low Risk
369,55,250/500,2000,1589.54,0,MALE,College,handlers-cleaners,husband,55400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,6,3,unknown,2,0,YES,85300,17060,8530,59710,N,652,21781.050000000003,6.999179463134451,0,0.15170799729965875,0,Low Risk
271,40,100/300,1000,1251.65,0,FEMALE,Associate,other-service,wife,71200,0,Parked Car,unknown,Minor Damage,unknown,6,1,NO,0,0,NO,3080,560,280,2240,N,7014,-35688.95,7.97153024911032,0,0.09988413736840382,0,Low Risk
332,47,100/300,2000,1083.01,0,MALE,MD,craft-repair,other-relative,91900,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,22,4,YES,2,0,unknown,71760,11040,11040,49680,Y,8492,11751.050000000003,4.499592428222082,1,0.7241293842629463,1,High Risk
107,26,100/300,500,974.59,0,FEMALE,JD,armed-forces,wife,62800,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,14,3,unknown,1,0,NO,59700,11940,11940,35820,N,244,-2108.949999999997,2.9997487647600702,0,0.14948439437421437,0,Low Risk
217,39,500/1000,2000,1399.85,0,FEMALE,Masters,other-service,other-relative,49900,-19800,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,16,3,NO,0,2,unknown,64920,10820,10820,43280,N,8336,5351.050000000003,3.9996303483966362,0,0.17993129196249222,0,Low Risk
243,43,500/1000,500,1307.74,0,FEMALE,Associate,machine-op-inspct,own-child,0,-75700,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,10,3,unknown,0,1,NO,37530,4170,4170,29190,N,3281,-8738.949999999997,6.9983217453848,0,0.2586947151902305,1,Low Risk
296,42,250/500,2000,1219.27,0,MALE,Associate,tech-support,husband,53100,-63400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,9,3,YES,1,2,NO,64080,7120,7120,49840,N,4355,11911.050000000003,6.999016991995506,0,0.26142045014900994,1,Low Risk
264,41,100/300,500,1411.3,0,MALE,PhD,prof-specialty,unmarried,55600,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,1,NO,1,0,unknown,60390,10980,5490,43920,Y,4498,5991.050000000003,7.9985430704789655,1,0.5345440480450471,1,Medium Risk
108,33,100/300,2000,694.45,0,FEMALE,JD,armed-forces,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,6,3,unknown,0,1,YES,64350,5850,11700,46800,Y,9124,8871.050000000003,3.9996581488761644,1,0.5112157745187169,1,Medium Risk
32,38,100/300,500,1006.77,6000000,FEMALE,College,other-service,own-child,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,3,YES,2,1,YES,70900,14180,7090,49630,N,1793,11701.050000000003,6.9990128331688055,0,0.23590132971887537,1,Low Risk
259,39,250/500,1000,1422.36,0,FEMALE,JD,craft-repair,unmarried,0,-83900,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,12,3,NO,1,3,unknown,46560,7760,7760,31040,N,7067,-6888.949999999997,3.999484602499678,0,0.2151101148118466,1,Low Risk
186,33,100/300,1000,1348.32,0,FEMALE,Associate,craft-repair,wife,37600,-37600,Vehicle Theft,unknown,Trivial Damage,Police,3,1,NO,2,1,unknown,4730,860,860,3010,Y,1782,-34918.95,3.4959349593495936,1,0.6474334327186829,1,Medium Risk
201,40,250/500,2000,1315.56,0,FEMALE,PhD,transport-moving,not-in-family,0,0,Vehicle Theft,unknown,Minor Damage,Police,14,1,YES,0,0,YES,6820,1240,1240,4340,N,8453,-33588.95,3.4971796937953266,0,0.07418527219209568,0,Low Risk
436,58,250/500,2000,1407.01,5000000,MALE,PhD,tech-support,other-relative,47400,-27600,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,unknown,0,2,unknown,59900,11980,5990,41930,Y,4638,4001.050000000003,6.9988315807043895,1,0.6495914159271613,1,Medium Risk
189,36,250/500,2000,1388.58,0,FEMALE,MD,priv-house-serv,own-child,0,-49400,Multi-vehicle Collision,Side Collision,Major Damage,Police,17,3,unknown,1,3,YES,79560,13260,13260,53040,N,2848,15111.050000000003,3.999698363622653,0,0.33612305375560564,1,Low Risk
105,33,500/1000,500,1310.76,0,FEMALE,High School,adm-clerical,not-in-family,0,-40900,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,YES,0,1,unknown,70290,12780,6390,51120,N,6798,13191.050000000003,7.9987482397120955,0,0.34754702816526467,1,Low Risk
163,31,100/300,1000,1004.63,6000000,MALE,JD,priv-house-serv,not-in-family,26900,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,3,YES,2,0,NO,63910,5810,11620,46480,N,4664,8551.050000000003,3.9996557955425525,0,0.40915473581591155,1,Medium Risk
219,40,100/300,500,1134.91,0,FEMALE,Associate,transport-moving,not-in-family,68700,0,Vehicle Theft,unknown,Trivial Damage,unknown,6,1,unknown,1,0,NO,6400,640,640,5120,N,3014,-32808.95,7.9875195007800315,0,0.046423366761756374,0,Low Risk
88,25,250/500,1000,1194.0,0,FEMALE,JD,handlers-cleaners,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,6,1,YES,1,2,YES,66780,7420,7420,51940,Y,2668,14011.050000000003,6.9990567308988005,1,0.5766779291765665,1,Medium Risk
40,39,500/1000,1000,1248.25,4000000,FEMALE,College,sales,own-child,0,-33300,Parked Car,unknown,Minor Damage,Police,8,1,NO,0,2,unknown,8760,1460,1460,5840,N,5058,-32088.949999999997,3.997262149212868,0,0.035511883062130954,0,Low Risk
284,42,100/300,500,1338.54,-1000000,MALE,Associate,machine-op-inspct,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,13,1,YES,0,1,unknown,94160,8560,17120,68480,N,7210,30551.050000000003,3.99976636878687,0,0.5178072684664715,1,Medium Risk
59,40,250/500,2000,782.23,0,MALE,College,protective-serv,other-relative,64200,-32300,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,unknown,0,2,NO,51570,5730,11460,34380,N,1227,-3548.949999999997,2.999738242736236,0,0.11067862395499713,0,Low Risk
39,31,250/500,2000,1366.9,0,FEMALE,High School,handlers-cleaners,husband,0,-15700,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,14,3,unknown,1,0,NO,52700,10540,10540,31620,Y,4383,-6308.949999999997,2.9997153970211556,1,0.6677278189603939,1,Medium Risk
147,34,500/1000,1000,1275.81,0,MALE,High School,sales,wife,0,-48300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,13,1,YES,2,2,unknown,101010,15540,15540,69930,N,1450,32001.050000000003,4.499710443343414,0,0.23392870164626356,1,Low Risk
156,37,250/500,500,1090.65,0,MALE,High School,exec-managerial,unmarried,0,-51800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,16,4,unknown,1,2,YES,53400,5340,5340,42720,Y,8011,4791.050000000003,7.99850215315484,1,0.3785141288592034,1,Low Risk
123,31,250/500,500,1326.0,0,FEMALE,Associate,prof-specialty,wife,0,-54600,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,unknown,1,2,NO,72120,12020,12020,48080,N,3483,10151.050000000003,3.99966724898095,0,0.3097649384166745,1,Low Risk
231,43,250/500,2000,972.47,0,MALE,College,protective-serv,wife,0,-58100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,15,3,YES,2,2,YES,77100,7710,15420,53970,N,3151,16041.050000000003,3.4997730367680435,0,0.21855502609029226,1,Low Risk
247,39,100/300,500,806.31,0,FEMALE,College,handlers-cleaners,wife,0,0,Parked Car,unknown,Trivial Damage,Police,3,1,unknown,2,3,unknown,3300,600,0,2700,N,7750,-35228.95,2700.0,0,0.08850586606646173,0,Low Risk
194,35,500/1000,500,1416.24,0,FEMALE,MD,adm-clerical,not-in-family,0,0,Parked Car,unknown,Minor Damage,unknown,7,1,YES,1,0,unknown,5940,1080,540,4320,N,1079,-33608.95,7.985212569316081,0,0.19159473262527899,0,Low Risk
119,27,250/500,2000,1097.64,0,MALE,High School,transport-moving,other-relative,27100,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,2,NO,1,0,unknown,63720,7080,21240,35400,N,6394,-2528.949999999997,1.6665882020620497,0,0.4372111063862416,1,Medium Risk
259,43,100/300,500,947.75,0,FEMALE,Masters,farming-fishing,not-in-family,0,-39300,Vehicle Theft,unknown,Trivial Damage,Police,15,1,NO,1,3,NO,7680,1280,640,5760,N,2039,-32168.949999999997,8.985959438377535,0,0.10689839058181458,0,Low Risk
107,31,100/300,2000,1018.73,5000000,MALE,Associate,handlers-cleaners,own-child,20000,-82700,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,1,2,unknown,93730,14420,21630,57680,N,7368,19751.050000000003,2.666543386805973,0,0.3974731904406995,1,Low Risk
48,44,100/300,2000,1400.74,0,MALE,College,sales,other-relative,34000,-55600,Multi-vehicle Collision,Rear Collision,Major Damage,Police,23,3,YES,0,2,unknown,87300,17460,17460,52380,N,6561,14451.050000000003,2.999828188534448,0,0.3563061065824951,1,Low Risk
267,40,250/500,500,1155.53,5000000,MALE,JD,transport-moving,wife,0,-35200,Parked Car,unknown,Trivial Damage,Police,5,1,unknown,0,2,NO,5670,1260,630,3780,N,1933,-34148.95,5.990491283676704,0,0.05121348214623339,0,Low Risk
286,47,250/500,500,1386.93,0,MALE,High School,priv-house-serv,husband,54100,-77600,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,YES,0,0,NO,65800,13160,6580,46060,N,4441,8131.050000000003,6.998936331864458,0,0.1834333508646018,0,Low Risk
175,34,100/300,500,915.29,0,FEMALE,JD,handlers-cleaners,wife,82400,-57100,Single Vehicle Collision,Front Collision,Major Damage,Other,14,1,unknown,2,1,YES,36720,4080,4080,28560,Y,7210,-9368.949999999997,6.998284734133791,1,0.3422445264424981,1,Low Risk
111,29,250/500,500,1239.55,2000000,FEMALE,PhD,farming-fishing,own-child,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,unknown,1,1,YES,52800,4800,9600,38400,Y,1448,471.0500000000029,3.9995833767315903,1,0.7827617524762741,1,High Risk
151,37,250/500,500,1366.42,0,FEMALE,Associate,protective-serv,unmarried,44000,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,14,3,NO,1,2,YES,59100,5910,5910,47280,Y,850,9351.050000000003,7.998646591101337,1,0.5891707361168468,1,Medium Risk
156,37,500/1000,1000,1086.48,6000000,MALE,Associate,machine-op-inspct,unmarried,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,unknown,1,1,YES,77440,14080,7040,56320,N,8496,18391.050000000003,7.998863797756001,0,0.24612238651999593,1,Low Risk
165,36,250/500,2000,1247.87,0,MALE,Masters,armed-forces,husband,0,-39700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,20,3,NO,2,2,NO,45700,4570,4570,36560,N,1566,-1368.949999999997,7.998249835922118,0,0.21098237456013028,1,Low Risk
253,41,100/300,2000,1312.75,0,FEMALE,PhD,sales,other-relative,81300,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,10,3,NO,2,2,YES,80740,7340,14680,58720,Y,631,20791.050000000003,3.999727538995981,1,0.7366451901068424,1,High Risk
10,26,100/300,2000,765.64,0,MALE,MD,sales,not-in-family,0,-22200,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,unknown,0,3,unknown,31350,2850,5700,22800,Y,2441,-15128.949999999997,3.9992983687072443,1,0.6502870610565944,1,Medium Risk
158,33,100/300,2000,1327.41,0,FEMALE,Associate,handlers-cleaners,other-relative,0,-38600,Single Vehicle Collision,Side Collision,Total Loss,Other,0,1,unknown,0,0,unknown,35000,3500,7000,24500,N,396,-13428.949999999997,3.499500071418369,0,0.12374447430478272,0,Low Risk
436,59,500/1000,1000,1338.55,0,MALE,PhD,protective-serv,own-child,39000,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,10,3,unknown,2,2,NO,68000,13600,6800,47600,N,1605,9671.050000000003,6.998970739597118,0,0.23717289153035154,1,Low Risk
91,30,250/500,2000,1316.63,8000000,FEMALE,Masters,machine-op-inspct,unmarried,43900,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,13,3,YES,2,0,unknown,84500,13000,13000,58500,N,1665,20571.050000000003,4.499653872779017,0,0.17062749775151406,0,Low Risk
256,42,500/1000,1000,1286.44,0,FEMALE,MD,transport-moving,wife,0,-39500,Single Vehicle Collision,Rear Collision,Minor Damage,Police,14,1,NO,2,1,unknown,75500,7550,15100,52850,N,8322,14921.050000000003,3.4997682272697173,0,0.18572224347526964,0,Low Risk
274,46,500/1000,1000,1372.18,0,MALE,High School,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,NO,1,3,unknown,90600,15100,15100,60400,N,6553,22471.050000000003,3.999735116879677,0,0.1496745754644722,0,Low Risk
275,45,500/1000,2000,1447.77,0,FEMALE,Associate,adm-clerical,wife,39400,-63900,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,8,3,YES,1,1,unknown,64320,5360,10720,48240,N,8444,10311.050000000003,4.499580263035164,0,0.25032516555320666,1,Low Risk
1,33,250/500,500,903.32,0,FEMALE,High School,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,unknown,1,0,unknown,31700,6340,3170,22190,N,7062,-15738.949999999997,6.997792494481236,0,0.14572965740360613,0,Low Risk
85,30,500/1000,1000,1454.42,0,MALE,Associate,protective-serv,other-relative,51600,-73900,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,YES,0,1,YES,74280,12380,12380,49520,Y,7764,11591.050000000003,3.999676924319522,1,0.7176121510811478,1,High Risk
233,37,100/300,2000,1603.42,0,FEMALE,High School,sales,wife,61600,-30200,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,0,2,YES,80520,13420,6710,60390,N,8496,22461.050000000003,8.99865891819401,0,0.32594773667000043,1,Low Risk
142,30,250/500,2000,1616.58,0,MALE,JD,adm-clerical,husband,58500,-46800,Multi-vehicle Collision,Rear Collision,Major Damage,Other,13,3,YES,0,3,YES,63600,6360,12720,44520,N,4593,6591.050000000003,3.4997248643974532,0,0.5565465545595015,1,Medium Risk
266,44,250/500,500,1611.83,0,MALE,High School,handlers-cleaners,husband,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,4,1,unknown,1,2,YES,32800,3280,3280,26240,N,5505,-11688.949999999997,7.997561718988114,0,0.09906444824453951,0,Low Risk
350,50,500/1000,500,889.13,0,FEMALE,Masters,priv-house-serv,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,14,3,NO,0,2,NO,44190,9820,4910,29460,N,3527,-8468.949999999997,5.99877825290165,0,0.14774689769959365,0,Low Risk
97,26,250/500,1000,1252.08,0,MALE,College,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,4,2,YES,2,2,NO,50400,10080,5040,35280,Y,8497,-2648.949999999997,6.998611386629637,1,0.5442184109849089,1,Medium Risk
399,55,500/1000,2000,995.56,0,MALE,JD,tech-support,not-in-family,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,88400,17680,8840,61880,N,7969,23951.050000000003,6.999208234362628,0,0.236391196280586,1,Low Risk
305,49,100/300,2000,1347.92,0,FEMALE,High School,farming-fishing,own-child,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,21,3,YES,0,2,unknown,66550,12100,6050,48400,N,2004,10471.050000000003,7.9986779044785985,0,0.20740187292902287,1,Low Risk
276,47,100/300,1000,1724.09,0,MALE,PhD,craft-repair,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,unknown,65780,5980,11960,47840,N,7878,9911.050000000003,3.99966557980102,0,0.12846757545962978,0,Low Risk
257,40,250/500,500,1379.93,0,MALE,MD,armed-forces,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,6,3,unknown,0,2,YES,51810,9420,4710,37680,Y,929,-248.9499999999971,7.998301846741668,1,0.7825975913004556,1,High Risk
78,31,250/500,1000,1554.64,4000000,MALE,PhD,protective-serv,own-child,0,-27900,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,NO,1,0,NO,55660,5060,10120,40480,Y,5853,2551.050000000003,3.9996047821361524,1,0.7506812798816684,1,High Risk
129,28,500/1000,1000,1377.94,0,MALE,Masters,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,unknown,2,3,unknown,44640,9920,4960,29760,N,9129,-8168.949999999997,5.9987905664180605,0,0.24215773720081932,1,Low Risk
283,46,500/1000,2000,1313.33,0,FEMALE,PhD,transport-moving,husband,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,unknown,1,3,NO,77660,7060,14120,56480,Y,5245,18551.050000000003,3.999716733942355,1,0.7796273378888746,1,High Risk
85,25,250/500,500,1259.02,0,FEMALE,JD,tech-support,unmarried,67000,-53600,Parked Car,unknown,Trivial Damage,unknown,8,1,NO,2,2,unknown,5640,940,940,3760,N,2357,-34168.95,3.995749202975558,0,0.037042547137341855,0,Low Risk
101,26,500/1000,1000,1371.88,0,FEMALE,MD,prof-specialty,husband,0,0,Parked Car,unknown,Trivial Damage,unknown,4,1,unknown,2,2,unknown,3190,580,580,2030,N,8587,-35898.95,3.4939759036144578,0,0.11757207288514829,0,Low Risk
96,30,100/300,500,1399.27,6000000,MALE,College,prof-specialty,wife,38900,-48700,Single Vehicle Collision,Side Collision,Total Loss,Fire,22,1,unknown,0,0,YES,53440,0,6680,46760,N,4900,8831.050000000003,6.998952252656788,0,0.3137692735758269,1,Low Risk
121,31,500/1000,1000,1061.98,6000000,FEMALE,JD,armed-forces,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,16,1,NO,0,1,YES,65250,7250,7250,50750,N,2884,12821.050000000003,6.999034615915046,0,0.2647779029700851,1,Low Risk
176,39,250/500,500,1365.46,4000000,MALE,College,armed-forces,unmarried,0,-56600,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,14,3,NO,2,1,NO,44280,4920,4920,34440,N,1538,-3488.949999999997,6.998577524893315,0,0.19166342782181994,0,Low Risk
159,37,500/1000,1000,894.4,0,MALE,Associate,tech-support,wife,0,-53700,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,2,0,NO,70290,7810,7810,54670,N,5976,16741.050000000003,6.999103827934963,0,0.28468112157873005,1,Low Risk
120,30,250/500,500,956.69,0,FEMALE,Associate,priv-house-serv,husband,39600,-64300,Single Vehicle Collision,Front Collision,Minor Damage,Other,20,1,unknown,1,1,YES,87100,8710,8710,69680,N,4588,31751.050000000003,7.999081620939043,0,0.20122141897393508,1,Low Risk
212,35,500/1000,2000,1123.89,0,MALE,MD,priv-house-serv,unmarried,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,unknown,1,3,unknown,50380,4580,4580,41220,N,9033,3291.050000000003,8.99803536345776,0,0.15101386978390108,0,Low Risk
290,45,100/300,500,1085.03,0,FEMALE,JD,sales,wife,0,-61000,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,2,2,NO,64800,12960,6480,45360,Y,6237,7431.050000000003,6.998919919765468,1,0.6530297083134379,1,Medium Risk
299,42,100/300,2000,1437.33,0,FEMALE,Associate,craft-repair,wife,25000,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,13,1,YES,1,3,NO,70400,12800,12800,44800,N,2410,6871.050000000003,3.4997265838606357,0,0.22965285654643997,1,Low Risk
66,26,250/500,1000,988.29,0,MALE,College,armed-forces,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,8,1,unknown,2,2,YES,57860,0,10520,47340,Y,5925,9411.050000000003,4.499572284003421,1,0.7409225898141051,1,High Risk
334,47,500/1000,500,1238.89,0,MALE,Masters,protective-serv,other-relative,0,0,Vehicle Theft,unknown,Minor Damage,unknown,3,1,unknown,0,3,NO,6240,960,960,4320,N,5000,-33608.95,4.49531737773153,0,0.07473326962471762,0,Low Risk
216,38,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,16,1,unknown,2,3,NO,66600,16650,11100,38850,Y,220,921.0500000000029,3.499684713088911,1,0.6023905116692577,1,Medium Risk
86,28,100/300,2000,1595.07,0,MALE,PhD,transport-moving,unmarried,75800,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,19,1,YES,0,2,YES,70920,11820,11820,47280,N,8586,9351.050000000003,3.999661619152356,0,0.1316468179931603,0,Low Risk
429,56,250/500,1000,1127.89,6000000,MALE,Associate,machine-op-inspct,own-child,67400,-43800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,1,YES,2,0,YES,39480,6580,6580,26320,N,5891,-11608.949999999997,3.999392189636833,0,0.1137342467082415,0,Low Risk
257,43,500/1000,2000,929.7,6000000,FEMALE,PhD,handlers-cleaners,husband,46400,-74300,Single Vehicle Collision,Front Collision,Total Loss,Other,12,1,unknown,2,2,YES,63240,10540,5270,47430,N,5809,9501.050000000003,8.998292544109278,0,0.17709098428324307,0,Low Risk
15,34,100/300,1000,1829.63,0,MALE,JD,tech-support,not-in-family,56700,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,21,3,YES,1,0,unknown,67650,12300,6150,49200,N,6305,11271.050000000003,7.998699398471794,0,0.30614949116941303,1,Low Risk
230,39,100/300,1000,904.7,7000000,FEMALE,MD,craft-repair,unmarried,68600,-22300,Single Vehicle Collision,Front Collision,Major Damage,Fire,0,1,unknown,1,3,NO,74200,14840,14840,44520,Y,5559,6591.050000000003,2.999797857287245,1,0.47155873166107626,1,Medium Risk
250,43,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,own-child,47900,-73400,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,1,3,NO,64900,12980,12980,38940,N,572,1011.0500000000029,2.9997688929974577,0,0.26822008082257137,1,Low Risk
270,44,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,other-relative,47200,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,unknown,1,0,NO,35900,7180,3590,25130,Y,4231,-12798.949999999997,6.9980506822612085,1,0.5636416131601071,1,Medium Risk
65,26,100/300,500,1285.03,3000000,FEMALE,High School,craft-repair,unmarried,0,-41500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,NO,1,3,unknown,52200,5220,10440,36540,N,3422,-1388.949999999997,3.499664783066756,0,0.1834838897958312,0,Low Risk
